"URL","Alternative Title#3","Alternative Title#4","Alternative Title#5","Alternative Title#6","Alternative Title#7","Title#1","Alternative Title#1","Alternative Title#2","Creator#1","Creator#2","Creator#3","Creator#4","Format#1","Duration#1","File Size#1","Subject#3","Subject#4","Description#4","Date#4","Subject#5","Description#5","Date#5","Description#6","Date#6","Description#7","Date#7","Subject#1","Subject#2","Description#2","Publisher#1","Date of Digital Conversion#1","Physical Item Location#1","Source#1","Language#1","Type#1","Digitization Specifications#1","Rights#1","FileID#1","ln_RECORDID","lnexp_MEDIAFILENAME"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB09013'>Listen to Audio</a>","","","","","","Boll Wevil","","","Skinner, Ellis K. (performer)","","","","audio/mp3","3:25","4,937,143 bytes","Folk music -- Colorado","","Traditional Song","","","","10/1/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 4 Tape 090 Track 13","Field recording, reel-to-reel tape, recorded 10/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB09013","352657","UCB09013.jpg|UCB09013.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12415'>Listen to Audio</a>","","","","","","Bonnie Black Bess","Poor Black Bess","Dick Turpin's Ride","Martin, Martha (performer)","","","","audio/mp3","1:34","2,273,907 bytes","Folk music -- Colorado","","English Folk Song","","","","6/19/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 124 Track 15","Field recording, reel-to-reel tape, recorded 6/19/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12415","347815","UCB12415.jpg|UCB12415.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13029'>Listen to Audio</a>","","","","","","Bonnie Black Bess","Poor Black Bess","Dick Turpin's Ride","Martin, Martha (performer)","","","","audio/mp3","1:42","2,471,393 bytes","Folk music -- Colorado","","English Folk Song","","","","8/1/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 130 Track 29","Field recording, reel-to-reel tape, recorded 8/1/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13029","347828","UCB13029.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10717'>Listen to Audio</a>","Boy in Blue","He Is Coming to Us Dead","","","","Boys in Blue","Express Office","When He Joined the Boys in Blue","Peyton, James Baxter (performer)","","","","audio/mp3","3:13","4,646,243 bytes","Folk music -- Colorado","","Civil War Song","","","","12/17/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 107 Track 17","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10717","346894","UCB10717.jpg|UCB10717.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12909'>Listen to Audio</a>","","","","","","Boys Keep Away From the Girls (fragment)","","","Greer, Beulah (performer)","","","","audio/mp3","0:47","1,139,148 bytes","Humorous songs","Folk music -- Colorado","","","","Comic Song","","","7/17/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 129 Track 09","Field recording, reel-to-reel tape, recorded 7/17/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12909","347176","UCB12909.jpg|UCB12909.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10418'>Listen to Audio</a>","Just Break the News to Mother","","","","","Break the News to Mother","Blue and the Gray","Soldier's Song","Bryce, Janie Irene (performer)","Harris, Chas. K. (Charles Kassell), 1864-1930 (composer)","","","audio/mp3","3:12","4,624,300 bytes","Folk music -- Colorado","","Civil War Song","12/17/1962","","Popular Song 1897","","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 104 Track 18","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10418","351198","UCB10418.jpg|UCB10418.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB03607'>Listen to Audio</a>","Just Break the News to Mother","","","","","Break the News to Mother","Blue and the Gray","Soldier's Song","Gates, Zethyl (performer)","Crosby, Esther (performer)","Williamson, Dorothy (performer)","Harris, Chas. K. (Charles Kassell), 1864-1930 (composer)","audio/mp3","4:56","7,116,382 bytes","Folk music -- Colorado","","Civil War Song","9/1/1959","","Popular Song 1897","","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 2 Tape 036 Track 07","Field recording, reel-to-reel tape, recorded 9/1/1959","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB03607","351181","UCB03607.jpg|UCB03607.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13003'>Listen to Audio</a>","","","","","","Bring Flowers","","","Martin, Martha (performer)","","","","audio/mp3","0:42","1,016,268 bytes","Folk music -- Colorado","","Bridal Song","","","","8/1/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 130 Track 03","Field recording, reel-to-reel tape, recorded 8/1/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13003","346224","UCB13003.jpg|UCB13003.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13710'>Listen to Audio</a>","","","","","","Broken Engagement","","","Martin, Martha (performer)","","","","audio/mp3","2:20","3,377,946 bytes","Folk music -- Colorado","","Pathetic Song","","","","12/26/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 137 Track 10","Field recording, reel-to-reel tape, recorded 12/26/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13710","349475","UCB13710.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10404'>Listen to Audio</a>","Song of the Two Orphans","","","","","Brooklyn Theater Fire","Two Orphans","Brooklyn Fire","Bryce, Janie Irene (performer)","","","","audio/mp3","3:53","5,594,802 bytes","Disasters -- Songs and music","Folk music -- Colorado","","","","Disaster Song","","","12/17/1962","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 104 Track 04","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10404","347696","UCB10404.jpg|UCB10404.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13420'>Listen to Audio</a>","Song of the Two Orphans","","","","","Brooklyn Theater Fire","Two Orphans","Brooklyn Fire","Greer, Beulah (performer)","","","","audio/mp3","1:55","2,776,712 bytes","Disasters -- Songs and music","Folk music -- Colorado","","","","Disaster Song","","","11/14/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 134 Track 20","Field recording, reel-to-reel tape, recorded 11/14/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13420","347724","UCB13420.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB05407'>Listen to Audio</a>","Song of the Two Orphans","","","","","Brooklyn Theater Fire","Two Orphans","Brooklyn Fire","Hutchins, Emma (performer)","","","","audio/mp3","3:00","4,326,504 bytes","Disasters -- Songs and music","Folk music -- Colorado","","","","Disaster Song","","","11/1/1961","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 3 Tape 054 Track 07","Field recording, reel-to-reel tape, recorded 11/1/1961","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB05407","347681","UCB05407.jpg|UCB05407.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12402'>Listen to Audio</a>","Little Brown Girl","","","","","Brown Girl","Fair Eleanor","Lord Thomas and Fair Eleanor","Greer, Beulah (performer)","","","","audio/mp3","2:20","3,361,019 bytes","Ballads, English -- Colorado","Folk music -- Colorado","","","","Child Ballad #295","","","6/18/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 124 Track 02","Field recording, reel-to-reel tape, recorded 6/18/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12402","346668","UCB12402.jpg|UCB12402.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12906'>Listen to Audio</a>","Little Brown Girl","","","","","Brown Girl","Fair Eleanor","Lord Thomas and Fair Eleanor","Greer, Beulah (performer)","","","","audio/mp3","2:23","3,440,013 bytes","Ballads, English -- Colorado","Folk music -- Colorado","","","","Child Ballad #295","","","7/17/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 129 Track 06","Field recording, reel-to-reel tape, recorded 7/17/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12906","346698","UCB12906.jpg|UCB12906.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12414'>Listen to Audio</a>","Little Brown Girl","","","","","Brown Girl","Fair Eleanor","Lord Thomas and Fair Eleanor","Martin, Martha (performer)","","","","audio/mp3","1:00","1,458,887 bytes","Ballads, English -- Colorado","Folk music -- Colorado","","","","Child Ballad #295","","","6/19/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 124 Track 14","Field recording, reel-to-reel tape, recorded 6/19/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12414","346683","UCB12414.jpg|UCB12414.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB11809'>Listen to Audio</a>","","","","","","Buffalo Gals","","","Conilogue, C. E. (performer)","Conilogue, Rachel (performer)","","","audio/mp3","0:48","1,167,360 bytes","Fiddle tunes","Folk music -- Colorado","","","","Black Folk Song","","Fiddle Tune","4/10/1963","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 118 Track 09","Field recording, reel-to-reel tape, recorded 4/10/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB11809","346130","UCB11809.jpg|UCB11809.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB12903'>Listen to Audio</a>","","","","","","Bullfrog on the Bank","","","Ogilvy, J.D.A. (performer)","","","","audio/mp3","1:42","2,452,584 bytes","Folk music -- Colorado","","Comic College Song","","","","7/17/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 6 Tape 129 Track 03","Field recording, reel-to-reel tape, recorded 7/17/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB12903","347008","UCB12903.jpg|UCB12903.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10708'>Listen to Audio</a>","","","","","","Bury Me Beneath the Willow","","","Peyton, James Baxter (performer)","","","","audio/mp3","2:13","3,207,419 bytes","Folk music -- Colorado","","Pathetic Song","","","","12/17/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 107 Track 08","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10708","349354","UCB10708.jpg|UCB10708.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB09008'>Listen to Audio</a>","","","","","","Bury Me Beneath the Willow","","","Skinner, Ellis K. (performer)","","","","audio/mp3","2:12","3,187,357 bytes","Folk music -- Colorado","","Pathetic Song","","","","10/1/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 4 Tape 090 Track 08","Field recording, reel-to-reel tape, recorded 10/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB09008","349304","UCB09008.jpg|UCB09008.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB08106'>Listen to Audio</a>","","","","","","Bury Me Not in the Deep Blue Sea","","","Graham, Ernest S. (performer)","","","","audio/mp3","4:04","5,859,370 bytes","Folk music -- Colorado","","English Traditional Song","","","","8/1/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 4 Tape 081 Track 06","Field recording, reel-to-reel tape, recorded 8/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB08106","347891","UCB08106.jpg|UCB08106.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10407'>Listen to Audio</a>","","","","","","Bury Me Not on the Lone Prairie","Bury Me Not in the Deep Blue Sea (Cowboy Version)","","Bryce, Janie Irene (performer)","","","","audio/mp3","2:56","4,226,821 bytes","Folk music -- Colorado","","Traditional Song","","","","12/17/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 104 Track 07","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10407","352694","UCB10407.jpg|UCB10407.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB00514'>Listen to Audio</a>","","","","","","Bury Me Not on the Lone Prairie","Bury Me Not in the Deep Blue Sea (Cowboy Version)","","Cook, Dr. Leroy (performer)","","","","audio/mp3","1:23","2,003,069 bytes","Folk music -- Colorado","","Traditional Song","","","","5/1/1950","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/18/2006","Ben Gray Lumpkin Collection, Box 1 Tape 005 Track 14","Field recording, reel-to-reel tape, recorded 5/1/1950","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB00514","352597","UCB00514.jpg|UCB00514.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB15514'>Listen to Audio</a>","","","","","","Bury Me Out on the Prairie","I've Got No Use for the Women","","Addison, Wilbur (performer)","","","","audio/mp3","4:01","5,787,272 bytes","Folk music -- Colorado","","19th Century Traditional Song","","","","6/7/1964","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 7 Tape 155 Track 14","Field recording, reel-to-reel tape, recorded 6/7/1964","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB15514","346006","UCB15514.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB09110'>Listen to Audio</a>","","","","","","Bury Me Out on the Prairie","I've Got No Use for the Women","","Skinner, Ellis K. (performer)","","","","audio/mp3","3:44","5,392,927 bytes","Folk music -- Colorado","","19th Century Traditional Song","","","","10/1/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 4 Tape 091 Track 10","Field recording, reel-to-reel tape, recorded 10/1/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB09110","345994","UCB09110.jpg|UCB09110.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB10402'>Listen to Audio</a>","","","","","","Butcher Boy","","","Bryce, Janie Irene (performer)","","","","audio/mp3","2:35","3,723,389 bytes","Folk music -- Colorado","","Tragic Traditional Song","","","","12/17/1962","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box 5 Tape 104 Track 02","Field recording, reel-to-reel tape, recorded 12/17/1962","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB10402","352961","UCB10402.jpg|UCB10402.jpg"
"<a target=""_blank"" href='http://dcbuilder.bcr.org/streaming/index.cfm?filename=UCB13423'>Listen to Audio</a>","","","","","","Butcher Boy (fragment)","","","Greer, Beulah (performer)","","","","audio/mp3","0:39","945,424 bytes","Folk music -- Colorado","","Tragic Traditional Song","","","","11/14/1963","","","","","Folk songs, English -- Colorado","Field recordings -- Colorado","","Boulder, CO : University of Colorado, Boulder. Howard B. Waltz Music Library.","2/28/2006","Ben Gray Lumpkin Collection, Box Tape 134 Track 23","Field recording, reel-to-reel tape, recorded 11/14/1963","eng","Sound","Reel-to-reel tapes were played on a Studer 820 tape machine through a Muth (custom hand made) Analog Transfer Console. The analog signal was converted to digital using a Prism AD-2 analog to digital convertor. The digital signal was recorded using Nuendo 2.0 software at 96k/24 bit as a Broadcast Wave file via a Lynx 2 with a LS/AES interface card.","http://libluna.lib.ad.colorado.edu:8081/insight/sample/SoundModel/copyright.htm","UCB13423","352973","UCB13423.jpg|UCB13423.jpg"
